104,DLPFC,5,0.5142857142857142
104,DLPFC,10,0.5142857142857142
104,DLPFC,30,0.5714285714285714
104,IPL,5,0.45714285714285713
104,IPL,10,0.4714285714285714
104,IPL,30,0.5
104,M1,5,0.32857142857142857
104,M1,10,0.5285714285714286
104,M1,30,0.5142857142857142
104,PMd,5,0.38571428571428573
104,PMd,10,0.5285714285714286
104,PMd,30,0.5285714285714286
104,SMA,5,0.42857142857142855
104,SMA,10,0.4142857142857143
104,SMA,30,0.4142857142857143
104,SPL,5,0.5285714285714286
104,SPL,10,0.5142857142857142
104,SPL,30,0.4
104,preSMA,5,0.5
104,preSMA,10,0.5428571428571428
104,preSMA,30,0.4714285714285714
104,wb,5,0.45714285714285713
104,wb,10,0.6
104,wb,30,0.5
105,DLPFC,5,0.525
105,DLPFC,10,0.45
105,DLPFC,30,0.4625
105,IPL,5,0.425
105,IPL,10,0.525
105,IPL,30,0.475
105,M1,5,0.45
105,M1,10,0.4375
105,M1,30,0.4375
105,PMd,5,0.4375
105,PMd,10,0.45
105,PMd,30,0.425
105,SMA,5,0.5375
105,SMA,10,0.5625
105,SMA,30,0.5125
105,SPL,5,0.5
105,SPL,10,0.6125
105,SPL,30,0.5625
105,preSMA,5,0.4125
105,preSMA,10,0.6625
105,preSMA,30,0.5125
105,wb,5,0.5375
105,wb,10,0.525
105,wb,30,0.5875
106,DLPFC,5,0.475
106,DLPFC,10,0.475
106,DLPFC,30,0.55
106,IPL,5,0.4375
106,IPL,10,0.475
106,IPL,30,0.5125
106,M1,5,0.5
106,M1,10,0.5375
106,M1,30,0.4
106,PMd,5,0.5
106,PMd,10,0.4875
106,PMd,30,0.35
106,SMA,5,0.4
106,SMA,10,0.5125
106,SMA,30,0.4375
106,SPL,5,0.425
106,SPL,10,0.575
106,SPL,30,0.575
106,preSMA,5,0.4375
106,preSMA,10,0.5875
106,preSMA,30,0.4875
106,wb,5,0.575
106,wb,10,0.5125
106,wb,30,0.5
107,DLPFC,5,0.6125
107,DLPFC,10,0.525
107,DLPFC,30,0.475
107,IPL,5,0.5875
107,IPL,10,0.55
107,IPL,30,0.65
107,M1,5,0.575
107,M1,10,0.4375
107,M1,30,0.4875
107,PMd,5,0.5375
107,PMd,10,0.4625
107,PMd,30,0.525
107,SMA,5,0.5625
107,SMA,10,0.525
107,SMA,30,0.6375
107,SPL,5,0.7125
107,SPL,10,0.5875
107,SPL,30,0.6125
107,preSMA,5,0.575
107,preSMA,10,0.525
107,preSMA,30,0.5625
107,wb,5,0.6625
107,wb,10,0.625
107,wb,30,0.5375
108,DLPFC,5,0.4875
108,DLPFC,10,0.525
108,DLPFC,30,0.5375
108,IPL,5,0.65
108,IPL,10,0.575
108,IPL,30,0.5375
108,M1,5,0.525
108,M1,10,0.5
108,M1,30,0.475
108,PMd,5,0.5375
108,PMd,10,0.5125
108,PMd,30,0.6125
108,SMA,5,0.5875
108,SMA,10,0.525
108,SMA,30,0.6125
108,SPL,5,0.4625
108,SPL,10,0.6125
108,SPL,30,0.6125
108,preSMA,5,0.575
108,preSMA,10,0.4875
108,preSMA,30,0.6125
108,wb,5,0.75
108,wb,10,0.75
108,wb,30,0.775
109,DLPFC,5,0.625
109,DLPFC,10,0.5625
109,DLPFC,30,0.625
109,IPL,5,0.575
109,IPL,10,0.6875
109,IPL,30,0.6375
109,M1,5,0.5625
109,M1,10,0.4375
109,M1,30,0.4375
109,PMd,5,0.4875
109,PMd,10,0.375
109,PMd,30,0.45
109,SMA,5,0.625
109,SMA,10,0.5375
109,SMA,30,0.575
109,SPL,5,0.5625
109,SPL,10,0.55
109,SPL,30,0.6
109,preSMA,5,0.55
109,preSMA,10,0.55
109,preSMA,30,0.6
109,wb,5,0.7
109,wb,10,0.5625
109,wb,30,0.6875
110,DLPFC,5,0.5125
110,DLPFC,10,0.5875
110,DLPFC,30,0.5
110,IPL,5,0.425
110,IPL,10,0.4875
110,IPL,30,0.55
110,M1,5,0.575
110,M1,10,0.575
110,M1,30,0.525
110,PMd,5,0.5875
110,PMd,10,0.55
110,PMd,30,0.6125
110,SMA,5,0.55
110,SMA,10,0.5625
110,SMA,30,0.6125
110,SPL,5,0.475
110,SPL,10,0.475
110,SPL,30,0.6
110,preSMA,5,0.5625
110,preSMA,10,0.5375
110,preSMA,30,0.6
110,wb,5,0.75
110,wb,10,0.6875
110,wb,30,0.7125
111,DLPFC,5,0.6
111,DLPFC,10,0.4714285714285714
111,DLPFC,30,0.45714285714285713
111,IPL,5,0.4142857142857143
111,IPL,10,0.37142857142857144
111,IPL,30,0.4714285714285714
111,M1,5,0.45714285714285713
111,M1,10,0.5428571428571428
111,M1,30,0.5571428571428572
111,PMd,5,0.5
111,PMd,10,0.42857142857142855
111,PMd,30,0.4857142857142857
111,SMA,5,0.5142857142857142
111,SMA,10,0.6
111,SMA,30,0.4857142857142857
111,SPL,5,0.4714285714285714
111,SPL,10,0.45714285714285713
111,SPL,30,0.42857142857142855
111,preSMA,5,0.35714285714285715
111,preSMA,10,0.38571428571428573
111,preSMA,30,0.45714285714285713
111,wb,5,0.44285714285714284
111,wb,10,0.4857142857142857
111,wb,30,0.4857142857142857
112,DLPFC,5,0.475
112,DLPFC,10,0.425
112,DLPFC,30,0.4125
112,IPL,5,0.5625
112,IPL,10,0.425
112,IPL,30,0.5375
112,M1,5,0.5375
112,M1,10,0.575
112,M1,30,0.5875
112,PMd,5,0.4875
112,PMd,10,0.5125
112,PMd,30,0.5125
112,SMA,5,0.4625
112,SMA,10,0.675
112,SMA,30,0.5
112,SPL,5,0.525
112,SPL,10,0.4875
112,SPL,30,0.425
112,preSMA,5,0.6125
112,preSMA,10,0.55
112,preSMA,30,0.5375
112,wb,5,0.5375
112,wb,10,0.6
112,wb,30,0.4625
114,DLPFC,5,0.475
114,DLPFC,10,0.4625
114,DLPFC,30,0.4625
114,IPL,5,0.5125
114,IPL,10,0.4125
114,IPL,30,0.5375
114,M1,5,0.6125
114,M1,10,0.475
114,M1,30,0.4625
114,PMd,5,0.5375
114,PMd,10,0.5125
114,PMd,30,0.425
114,SMA,5,0.45
114,SMA,10,0.4375
114,SMA,30,0.5
114,SPL,5,0.475
114,SPL,10,0.4
114,SPL,30,0.55
114,preSMA,5,0.475
114,preSMA,10,0.4625
114,preSMA,30,0.575
114,wb,5,0.5625
114,wb,10,0.5
114,wb,30,0.6375
115,DLPFC,5,0.5070422535211268
115,DLPFC,10,0.5138888888888888
115,DLPFC,30,0.5277777777777778
115,IPL,5,0.4647887323943662
115,IPL,10,0.5
115,IPL,30,0.4305555555555556
115,M1,5,0.4507042253521127
115,M1,10,0.4722222222222222
115,M1,30,0.5416666666666666
115,PMd,5,0.4507042253521127
115,PMd,10,0.4305555555555556
115,PMd,30,0.3888888888888889
115,SMA,5,0.5352112676056338
115,SMA,10,0.4583333333333333
115,SMA,30,0.4583333333333333
115,SPL,5,0.43661971830985913
115,SPL,10,0.375
115,SPL,30,0.3333333333333333
