	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	2	1	random	4	4	1	2	3	117
1	1	1	2	1	random	4	4	3	2	3	117
2	2	1	2	1	B	3	3	4	4	2	117
3	7	4	2	4	random	2	1	3	1	3	117
4	6	2	2	4	A	4	1	3	1	3	117
5	7	3	4	1	random	2	1	2	4	3	117
6	5	3	1	4	random	3	4	2	1	2	117
7	7	4	2	4	random	2	1	3	1	3	117
8	4	1	2	1	random	3	4	3	4	2	117
9	4	3	1	4	random	3	2	4	1	2	117
10	7	4	3	1	random	4	2	1	2	3	117
11	5	2	3	4	random	1	4	1	2	3	117
12	4	1	4	3	random	2	2	3	1	4	117
13	6	3	2	4	random	1	4	1	2	3	117
